scene,seq,pair,dof,label text,label value,pred option,pred text,reason,question
office,seq-09,000738-000746,phi,rightward,17.407764,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects, such as the chair and the desk, which appear to be rotated to the left compared to their positions in the source image. Additionally, the light source in the background seems to be coming from the left side in the target image, which is consistent with a leftward rotation.",None
office,seq-08,000423-000440,phi,rightward,15.676126,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the person in the image. The person's head and the objects on the desk have shifted to the left, indicating a leftward rotation.",None
office,seq-03,000845-000860,phi,rightward,15.373632,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The chair and desk in the source image are positioned to the right, but in the target image, they are on the left side. The computer monitor and other objects also appear to be rotated to the left. Therefore, the main camera movement is a leftward rotation.",None
chess,seq-01,000771-000833,phi,rightward,15.492773,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the angle of the camera. The books and other items on the shelf are aligned in a way that suggests the camera has rotated to the left, making the objects appear in a different position relative to the viewer.",None
pumpkin,seq-03,000848-000875,phi,rightward,15.694296,1,leftward,"The position of the objects in the image has changed from the source image to the target image. The blue couch has moved to the right side of the image, and the green apple has moved to the right side of the image as well. This indicates that the camera has moved to the right to capture the target image. Therefore, the main camera movement from the source image to the target image is a rightward rotation.",None
heads,seq-01,000600-000631,phi,rightward,15.701038,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective of the room. The keyboard and the monitor are aligned in the same direction, and the cables are also oriented in a way that suggests a leftward rotation.",None
pumpkin,seq-01,000255-000279,phi,leftward,15.297641,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the kitchen. The red cabinets and the sink are more prominent in the target image, indicating that the camera has moved to the left side of the original image. Additionally, the green appliance that was partially visible in the source image is now fully visible in the target image, further supporting the leftward movement of the camera.",None
office,seq-09,000378-000397,phi,leftward,15.134495,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects, such as the chair and the desk, which appear to be rotated to the left in the target image compared to the source image. Additionally, the angle of the desk and the position of the objects on it suggest a leftward rotation.",None
redkitchen,seq-14,000268-000292,phi,leftward,16.074623,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The table and chairs are aligned in the same direction, and the shelves and counters have shifted to the left, indicating a leftward rotation.",None
office,seq-10,000288-000308,phi,rightward,16.571165,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the angle of the room. The desk and the chair in the source image are positioned to the right, but in the target image, they are on the left side. The window and the picture on the wall also appear to be rotated to the left. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
office,seq-03,000752-000775,phi,leftward,15.177776,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The chair and the desk in the source image are now on the right side in the target image, and the window and the sculpture are now on the left side. The overall layout and the relative positions of the objects have changed, indicating a leftward rotation.",None
redkitchen,seq-05,000134-000257,phi,leftward,23.827196,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The table and chairs are aligned in the same direction, and the counter and cabinets are also aligned in the same direction, indicating a leftward rotation.",None
office,seq-10,000240-000252,phi,leftward,15.796282,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The desk and chair in the foreground of the source image are now on the right side of the target image, and the window and the wall in the background have shifted to the left side of the target image. The overall orientation of the room has been rotated leftward.",None
office,seq-08,000063-000078,phi,rightward,15.867359,1,leftward,"The source image shows a chair and a desk with a computer monitor, while the target image shows the same scene but with the chair and desk slightly rotated to the left. This indicates that the camera has moved to the left to capture the target image.",None
pumpkin,seq-03,000875-000899,phi,rightward,15.96507,1,leftward,"The position of the apple and the couch have changed from the source image to the target image, indicating that the camera has moved to the left. The left side of the apple and the left side of the couch are now more visible in the target image compared to the source image.",None
office,seq-09,000224-000326,phi,leftward,56.783794,1,leftward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the left side of the room. This suggests that the camera has moved leftward from the source image to the target image.",None
redkitchen,seq-05,000510-000566,phi,leftward,29.635622,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the room, which seem to have shifted to the left in the target image compared to the source image. The red shelf and the television screen are aligned in a way that suggests a leftward movement, and the overall perspective of the room has changed accordingly.",None
pumpkin,seq-08,000976-000991,phi,leftward,16.488632,1,leftward,"The source image shows a kitchen with red cabinets and a countertop with a sink. The target image appears to be a closer view of the same kitchen, with the red cabinets and countertop still visible. The camera seems to have moved closer to the countertop, giving a more detailed view of the sink and the items on the counter. This suggests that the camera movement was a leftward rotation.",None
redkitchen,seq-06,000214-000241,phi,leftward,15.083631,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The chair and the table have shifted to the left, and the counter and the wall tiles have also moved to the left. The overall perspective of the room has changed, indicating a leftward rotation.",None
redkitchen,seq-05,000000-000054,phi,leftward,15.376207,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective of the room. The bookshelf and the television are aligned in the same direction, and the chair is also positioned to the left in the target image compared to the source image. The overall layout and orientation of the objects suggest a leftward rotation.",None
office,seq-08,000304-000350,phi,leftward,32.627758,1,leftward,"The target image is taken from a slightly different angle compared to the source image, with the camera positioned more to the left side of the room. This suggests that the camera has moved to the left, capturing a wider view of the room while maintaining the same perspective.",None
pumpkin,seq-01,000345-000355,phi,leftward,15.399001,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The blue couch and the sink are in the same position, but the angle of the image is different, indicating a rotation. The left side of the room is more visible in the target image, suggesting a leftward movement of the camera.",None
pumpkin,seq-01,000663-000683,phi,rightward,15.34044,1,leftward,"The sink and the counter in the source image are positioned to the left, while in the target image, they are positioned to the right. This indicates that the camera has rotated to the right to capture the target image.",None
office,seq-08,000246-000264,phi,leftward,15.047941,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the chair and the desk, which are rotated to the left in the target image compared to the source image. Additionally, the shoes and the papers on the floor are also rotated to the left in the target image.",None
chess,seq-01,000398-000421,phi,leftward,15.403429,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective of the room. The chessboard and the desk are aligned in a way that suggests a leftward movement, and the window's viewpoint has shifted to the left as well.",None
office,seq-09,000731-000738,phi,rightward,15.55459,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the chair and the desk in the two images. In the source image, the chair is on the right side, while in the target image, the chair is on the left side. Similarly, the desk in the source image is on the right side, while in the target image, it is on the left side. This indicates that the camera has moved leftward from the source image to the target image.",None
office,seq-02,000123-000136,phi,rightward,15.059226,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects on the desk, such as the placement of the monitor, keyboard, and the chair, which are all shifted to the left in the target image compared to the source image. Additionally, the angle of the window and the light source appears to be more direct in the target image, suggesting a change in perspective that would occur with a leftward rotation.",None
pumpkin,seq-01,000601-000644,phi,rightward,15.324047,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the labels on the bins, which have shifted to the left side of the image in the target image compared to the source image. The overall layout and perspective of the kitchen remain consistent, indicating a leftward rotation rather than a rightward rotation or no movement.",None
pumpkin,seq-06,000849-000899,phi,leftward,42.632507,1,leftward,"The left side of the source image is more visible in the target image, indicating that the camera has moved to the left to capture the scene. The right side of the source image is now more visible in the target image, suggesting that the camera has rotated to the left to capture the scene. Therefore, the main camera movement is leftward rotation.",None
pumpkin,seq-01,000331-000345,phi,leftward,15.587926,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The blue couch and the sink are in the same position, but the angle of the image is different, indicating a rotation. The red cabinets and the tiled backsplash are also in the same position, but the angle of the image is different, further confirming the rotation. The leftward rotation is the only option that fits the observed changes in the image.",None
pumpkin,seq-01,000683-000710,phi,rightward,15.240115,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the red cabinets and the countertop, which are rotated to the left in the target image compared to the source image. Additionally, the angle of the camera seems to have changed, as the perspective of the objects in the image has shifted to the left.",None
redkitchen,seq-04,000605-000628,phi,leftward,15.923716,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the room, which seem to have shifted to the left in the target image compared to the source image. The sign 'REING HUMAN' and the items on the shelf are aligned in a way that suggests a leftward movement. Additionally, the angle of the TV screen in the background has changed, further supporting the leftward rotation hypothesis.",None
office,seq-07,000333-000344,phi,rightward,16.143214,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the window. In the source image, the window is on the right side, while in the target image, it is on the left side. This indicates that the camera has moved to the left to capture the target image.",None
office,seq-09,000666-000683,phi,rightward,15.889683,2,rightward,"The target image is blurry and appears to be taken from a different angle compared to the source image. The right side of the target image is more in focus than the left side, suggesting that the camera moved to the right to capture the image. Additionally, the position of the objects in the room appears to be rotated, further supporting the conclusion that the camera moved to the right.",None
office,seq-03,000712-000729,phi,leftward,15.102795,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The chair and desk in the source image are positioned to the right, but in the target image, they are on the left side. The computer monitor and other objects also appear to be rotated to the left. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
redkitchen,seq-12,000253-000270,phi,rightward,15.27082,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the image. The red drawer handles are now on the left side of the image, and the white paper on the wall is now on the left side as well. The overall layout and positioning of the objects have shifted to the left, indicating a leftward rotation.",None
office,seq-08,000225-000244,phi,leftward,15.412968,1,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the camera angle shifted to the left, making the desk and chair appear more to the right side of the image. This indicates that the camera has moved to the left, resulting in the change in perspective.",None
office,seq-08,000168-000187,phi,leftward,15.638572,1,leftward,"The target image is taken from a slightly different angle compared to the source image, with the camera positioned more to the left side of the desk and chair. This suggests that the camera has moved to the left, capturing a wider view of the room.",None
office,seq-03,000729-000752,phi,leftward,15.209957,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The chair and the desk in the source image are positioned to the right in the target image, and the backpack is now on the left side of the image. The overall layout and orientation of the objects suggest a leftward rotation.",None
office,seq-08,000187-000198,phi,leftward,15.986835,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective of the room. The desk and chair are positioned in a way that suggests they have moved to the left, and the angle of the room has also changed to match this perspective.",None
heads,seq-01,000208-000242,phi,leftward,15.349436,1,leftward,"The position of the objects in the source image and the target image are almost identical, with the exception of the position of the can. The can is slightly to the left in the source image and slightly to the right in the target image, indicating that the camera has moved to the right. Therefore, the main camera movement is leftward rotation.",None
chess,seq-01,000544-000562,phi,rightward,15.294713,1,leftward,"The position of the chessboard and the arrangement of the objects on the desk appear to be rotated to the left in the target image compared to the source image. This suggests that the camera has moved to the left, resulting in the leftward rotation of the scene.",None
redkitchen,seq-07,000477-000500,phi,rightward,16.748263,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The red cabinets and the tiled wall are aligned in the same direction in both images, but the perspective is different. The left side of the objects in the source image is now on the right side in the target image, indicating a leftward rotation.",None
pumpkin,seq-01,000355-000368,phi,leftward,15.545124,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The blue sofa and the red cabinets have shifted to the left, and the door and the bulletin board have also moved to the left. The light fixture and the wall socket have not changed their position, which confirms that the camera has rotated leftward.",None
redkitchen,seq-04,000362-000396,phi,rightward,15.017103,2,rightward,"The target image is taken from a different angle compared to the source image, with the camera positioned to the right side of the scene in the target image, while in the source image, the camera is positioned more to the left. This indicates that the camera has moved to the right to capture the target image.",None
pumpkin,seq-01,000279-000306,phi,leftward,15.368621,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the kitchen. The red cabinets and the sink are aligned in the same direction in both images, indicating that the camera has rotated leftward.",None
office,seq-07,000189-000217,phi,leftward,16.08449,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The desk and chair in the source image are on the right side, but in the target image, they are on the left side. The monitor and the wall also appear to be rotated to the left. Therefore, the main camera movement from the source image to the target image is leftward rotation.",None
office,seq-03,000860-000884,phi,rightward,15.226099,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the angle of the room. The desk and chair in the source image are now on the right side in the target image, and the backpack is now on the left side. The window and the wall also appear to be rotated to the left. Therefore, the main camera movement is a leftward rotation.",None
pumpkin,seq-06,000899-000922,phi,leftward,15.366569,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the kitchen. The red cabinets and the sink are aligned in the same direction in both images, indicating that the camera has rotated leftward.",None
