scene,seq,pair,dof,label text,label value,pred option,pred text,reason,question
chess,seq-02,000690-000707,phi,rightward,15.004958,2,rightward,"The target image is a rightward rotation of the source image. This can be inferred from the position of the chessboard and the chair, which are both rotated to the right in the target image compared to the source image. Additionally, the orientation of the objects in the room, such as the desk and the computer monitor, also indicates a rightward rotation.",None
redkitchen,seq-14,000691-000740,phi,leftward,41.752244,1,rightward,"The target image appears to be a leftward rotation of the source image. This is evident from the positioning of the objects and the layout of the counter in the target image, which matches the layout in the source image but is rotated to the left. The red cabinets and the countertop remain in the same relative positions, but the perspective and orientation of the objects have changed, indicating a leftward rotation.",None
stairs,seq-06,000375-000411,phi,leftward,15.298887,3,leftward,"The source image shows a partial view of a staircase, while the target image shows a full view of the same staircase. This indicates that the camera has rotated to the left to capture the full view of the staircase.",None
office,seq-09,000160-000193,phi,leftward,15.206562,3,leftward,"The target image is a rightward rotation of the source image. This can be inferred from the position of the objects and the perspective of the room. The shelves and the desk in the source image are aligned vertically, but in the target image, they appear to be rotated to the right. The chair and the trash can also appear to be in a different position, indicating a rotation. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
pumpkin,seq-03,000187-000198,phi,leftward,15.474354,2,leftward,"The source image shows a kitchen with a blue sofa on the left side, while the target image shows the same kitchen but with the blue sofa now on the right side. This indicates that the camera has rotated to the left, making the sofa appear on the opposite side of the image.",None
pumpkin,seq-06,000456-000474,phi,leftward,15.089308,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the kitchen. The blue sofa and the red cabinets are aligned in the same direction in both images, indicating that the camera has rotated to the left.",None
pumpkin,seq-06,000922-000950,phi,leftward,15.582437,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the labels on the cabinets. In the source image, the 'PLASTIC' label is on the left side, while in the target image, it is on the right side. Similarly, the 'OTHERS' label is on the right side in the source image, but on the left side in the target image. This indicates that the camera has rotated leftward from the source image to the target image.",None
pumpkin,seq-08,000966-000976,phi,leftward,15.033759,1,leftward,"The red cabinets in the kitchen are positioned differently in the two images, indicating that the camera has rotated to the left to capture the second image. The left side of the kitchen is more visible in the second image, while the right side is more visible in the first image. This suggests that the camera has moved to the left to capture the second image.",None
pumpkin,seq-01,000215-000255,phi,leftward,15.244855,2,leftward,"The left side of the image is more visible in the target image compared to the source image, indicating a leftward rotation of the camera.",None
redkitchen,seq-14,000740-000775,phi,leftward,16.612008,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The objects on the counter appear to be rotated counterclockwise, and the wall tiles and outlet positions are also rotated in the same direction. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
office,seq-09,000646-000656,phi,rightward,16.602234,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the chair and the desk in the two images. In the source image, the chair is on the right side, while in the target image, the chair is on the left side. Similarly, the desk in the source image is on the right side, while in the target image, it is on the left side. This indicates that the camera has moved to the left to capture the target image.",None
office,seq-10,000038-000059,phi,rightward,15.373692,2,leftward,"The source image shows a clearer and more detailed view of the room, while the target image is blurry and lacks detail. This suggests that the camera moved to the left, causing the blurriness in the target image. Therefore, the main camera movement is a leftward rotation.",None
pumpkin,seq-03,000198-000207,phi,leftward,15.906826,2,leftward,"The image is blurry and the details are not clear, but it appears that the camera has moved slightly to the left, as the left side of the image is more in focus than the right side. This suggests that the camera has moved to the left, resulting in the blurring of the right side of the image. Therefore, the main camera movement from the source image to the target image is leftward rotation.",None
redkitchen,seq-01,000140-000168,phi,rightward,15.48627,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the kitchen. The red cabinets and the countertop have shifted to the left, and the angle of the camera has changed to capture the image from a different perspective. The leftward rotation is evident in the way the objects are aligned and the perspective of the image.",None
office,seq-08,000091-000101,phi,rightward,16.095312,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects in the image, such as the desk and the chair, which appear to be rotated to the left in the target image compared to the source image.",None
office,seq-09,000438-000457,phi,rightward,17.077953,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the chair and the desk in the two images. In the source image, the chair is on the right side, while in the target image, the chair is on the left side. This indicates that the camera has moved to the left to capture the target image.",None
office,seq-03,000775-000800,phi,leftward,15.36707,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects in the image. The chair and the backpack are positioned to the left in the target image compared to the source image, indicating a leftward rotation. Additionally, the desk and the computer monitor are also positioned to the left in the target image, further supporting the inference of a leftward rotation.",None
pumpkin,seq-03,000162-000187,phi,leftward,15.021268,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the kitchen. The red cabinets and the blue sofa have shifted to the left, and the overall perspective of the image has changed to match the target image.",None
pumpkin,seq-01,000644-000663,phi,rightward,15.347003,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the labels on the cabinets. In the source image, the 'PLASTIC' label is on the left side, while in the target image, it is on the right side. Similarly, the 'OTHER' label is on the right side in the source image and on the left side in the target image. This indicates that the camera has rotated leftward from the source image to the target image.",None
office,seq-08,000408-000423,phi,rightward,15.434366,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The chair and the desk in the source image are now on the right side in the target image, and the window and the reflection of the person in the mirror have shifted to the left side in the target image. This indicates a leftward rotation of the camera.",None
office,seq-09,000738-000746,phi,rightward,17.407764,3,leftward,"The source image is blurry and lacks detail, making it difficult to accurately assess the camera movement. However, the target image appears to be clearer and more focused, suggesting that the camera may have moved to the right to capture the image. Therefore, the main camera movement is likely to be a leftward rotation from the source image to the target image.",None
office,seq-08,000423-000440,phi,rightward,15.676126,1,rightward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the person in the image. The person's head and the objects on the desk have shifted to the left, indicating a leftward rotation.",None
office,seq-03,000845-000860,phi,rightward,15.373632,2,rightward,"The target image is taken from a different angle compared to the source image. The camera has moved to the right, as the right side of the desk and the chair are more visible in the target image. The left side of the desk and the chair are less visible in the target image, indicating a rightward rotation of the camera.",None
chess,seq-01,000771-000833,phi,rightward,15.492773,1,rightward,"The target image is taken from a slightly different angle compared to the source image, with the camera having moved to the right. This can be inferred from the position of the chair and the books on the shelf, which appear to be more to the right in the target image than in the source image.",None
pumpkin,seq-03,000848-000875,phi,rightward,15.694296,1,leftward,"The position of the couch and the apple in the image has changed from the source image to the target image. In the source image, the couch is on the left side and the apple is on the right side, while in the target image, the couch is on the right side and the apple is on the left side. This indicates that the camera has moved to the left, causing the objects to appear in different positions.",None
heads,seq-01,000600-000631,phi,rightward,15.701038,2,rightward,"The target image is a rightward rotation of the source image. This can be inferred from the position of the keyboard and the cables, which are now on the right side of the image in the target image compared to the left side in the source image. Additionally, the monitor and the desk appear to have shifted to the right as well.",None
pumpkin,seq-01,000255-000279,phi,leftward,15.297641,1,leftward,"The left side of the image is more visible in the target image compared to the source image, indicating a leftward rotation of the camera.",None
office,seq-09,000378-000397,phi,leftward,15.134495,3,rightward,"The target image is taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the desk. This suggests that the camera has moved to the right during the transition from the source image to the target image.",None
redkitchen,seq-14,000268-000292,phi,leftward,16.074623,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The table and chairs are aligned in the same direction, and the shelves and counters have shifted to the left, indicating a rotation of the camera.",None
office,seq-10,000288-000308,phi,rightward,16.571165,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the angle of the room. The desk and the chair in the source image are now on the right side of the target image, and the window and the picture on the wall are now on the left side of the target image. The overall layout of the room has been rotated 90 degrees counterclockwise, which corresponds to a leftward rotation.",None
office,seq-03,000752-000775,phi,leftward,15.177776,0,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the chair and desk appearing to be in a different position. This suggests that the camera has moved to the left, causing the objects to appear in a different location relative to the camera's position. Therefore, the main camera movement is a leftward rotation.",None
redkitchen,seq-05,000134-000257,phi,leftward,23.827196,2,leftward,"The source image is slightly blurry and the target image is clearer, indicating that the camera moved to the left to capture the target image. The left side of the target image is more in focus compared to the source image, suggesting a leftward rotation of the camera.",None
office,seq-10,000240-000252,phi,leftward,15.796282,0,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room with the desk and chair, but the angle of the room is different. The desk and chair are still in the same position, but the perspective of the room has changed. This suggests that the camera has moved to the left, causing the angle of the room to change. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
office,seq-08,000063-000078,phi,rightward,15.867359,3,leftward,"The source image is more blurry and the objects are not as clear as in the target image. This suggests that the camera moved to a more stable position, resulting in a clearer image. The leftward rotation of the camera would cause the objects on the left side of the image to appear more blurry, which is not the case here. Therefore, the main camera movement is likely a leftward rotation.",None
pumpkin,seq-03,000875-000899,phi,rightward,15.96507,2,leftward,"The main difference between the source image and the target image is the position of the apple. In the source image, the apple is closer to the camera, while in the target image, the apple is further away from the camera. This suggests that the camera has moved to the left, causing the apple to appear smaller and further away. Therefore, the main camera movement is a leftward rotation.",None
office,seq-09,000224-000326,phi,leftward,56.783794,3,rightward,"The target image appears to be taken from a different angle than the source image, with the camera positioned closer to the right side of the room. This suggests that the camera has moved to the right during the transition from the source image to the target image.",None
redkitchen,seq-05,000510-000566,phi,leftward,29.635622,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The red shelf and the TV screen are aligned in the same direction in both images, and the objects on the shelf are also aligned in the same direction. The only difference is the perspective, which makes it appear as if the camera has moved to the left.",None
pumpkin,seq-08,000976-000991,phi,leftward,16.488632,0,leftward,"The source image shows a kitchen with red cabinets and a countertop with a sink. The target image appears to be taken from a different angle, with the red cabinets now appearing more prominent and the countertop and sink less visible. This suggests that the camera has moved to the left, allowing for a clearer view of the cabinets. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
redkitchen,seq-06,000214-000241,phi,leftward,15.083631,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The desk and chair are positioned in the same relative location, but the perspective is different, indicating a rotation. The left side of the room is more visible in the target image, and the right side is more visible in the source image, which is consistent with a leftward rotation.",None
redkitchen,seq-05,000000-000054,phi,leftward,15.376207,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The bookshelf and the television are aligned in the same direction, and the chair is also positioned to the left in the target image compared to the source image. The overall perspective of the room has shifted to the left, indicating a leftward rotation.",None
office,seq-08,000304-000350,phi,leftward,32.627758,2,rightward,"The target image is taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the room. This suggests that the camera has moved to the right during the transition from the source image to the target image.",None
pumpkin,seq-01,000345-000355,phi,leftward,15.399001,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The blue couch and the sink are in the same position, but the angle of the image is different, indicating a rotation. The left side of the room is more visible in the target image, suggesting a leftward rotation.",None
pumpkin,seq-01,000663-000683,phi,rightward,15.34044,2,rightward,"The target image is a rightward rotation of the source image. This can be inferred from the position of the objects and the layout of the kitchen. The red cabinets and the sink are aligned in a way that suggests a rotation to the right. Additionally, the angle of the camera in the target image is more towards the right side of the image compared to the source image, further supporting the conclusion that the main camera movement is a rightward rotation.",None
office,seq-08,000246-000264,phi,leftward,15.047941,0,leftward,"The source image shows a room with a desk, chair, and some items on the floor. The target image appears to be a continuation of the same scene with the same objects in place, but the perspective is slightly different. The camera seems to have rotated to the left, as the angle of the desk and chair is more aligned with the objects on the floor in the target image compared to the source image. This suggests that the camera has moved to the left, capturing the same scene from a different angle.",None
chess,seq-01,000398-000421,phi,leftward,15.403429,1,leftward,"The position of the chessboard and the arrangement of the room elements such as the desk, chairs, and monitors appear to be rotated to the left in the target image compared to the source image. This suggests that the camera has moved from a rightward orientation in the source image to a leftward orientation in the target image.",None
office,seq-09,000731-000738,phi,rightward,15.55459,2,leftward,"The target image is a leftward rotated version of the source image. The desk and chair have shifted to the right, and the shelves have moved to the left, indicating a leftward rotation of the camera.",None
office,seq-02,000123-000136,phi,rightward,15.059226,3,rightward,"The target image is a rightward rotation of the source image. This can be inferred from the position of the objects on the desk, such as the placement of the monitor, the keyboard, and the chair, which are all shifted to the right in the target image compared to the source image.",None
pumpkin,seq-01,000601-000644,phi,rightward,15.324047,3,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the objects and the labels on the bins, which have shifted to the right side of the image in the target image compared to the source image. The overall layout and perspective of the kitchen remain consistent, indicating a rotation rather than a translation or flip.",None
pumpkin,seq-06,000849-000899,phi,leftward,42.632507,1,leftward,"The left side of the source image is more visible in the target image, indicating that the camera has rotated to the left to capture the image. The right side of the source image is now more visible in the target image, suggesting that the camera has rotated to the left to capture the image. The overall layout of the objects in the image has not changed, which supports the conclusion that the camera has rotated to the left.",None
pumpkin,seq-01,000331-000345,phi,leftward,15.587926,3,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the objects and the layout of the room. The red cabinets and the blue chair have shifted to the right side of the image, and the overall perspective of the room has changed. The left side of the source image is now the right side of the target image, and vice versa. Therefore, the main camera movement from the source image to the target image is a rightward rotation.",None
pumpkin,seq-01,000683-000710,phi,rightward,15.240115,3,leftward,"The left side of the kitchen in the source image is more visible compared to the target image, indicating that the camera has rotated to the right. The right side of the kitchen, which was more visible in the source image, is now less visible in the target image, confirming the rightward rotation of the camera.",None
redkitchen,seq-04,000605-000628,phi,leftward,15.923716,2,leftward,"The target image is a left rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The sign that reads ""REING HUMAN"" is now on the right side of the wall in the target image, whereas it was on the left side in the source image. Similarly, the objects on the shelf have been rotated to the left, and the TV screen is now on the left side of the wall in the target image, whereas it was on the right side in the source image. The overall layout of the room has been rotated 180 degrees, indicating a leftward rotation of the camera.",None
office,seq-07,000333-000344,phi,rightward,16.143214,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the window in the room. In the source image, the window is on the right side, while in the target image, it is on the left side. This indicates that the camera has rotated leftward to capture the target image.",None
office,seq-09,000666-000683,phi,rightward,15.889683,2,leftward,"The source image is more in focus and has more detail compared to the target image. The target image appears to be blurry and lacks detail, which suggests that the camera moved to the left, causing the source image to be out of focus and the target image to be in focus. This is consistent with a leftward rotation of the camera.",None
office,seq-03,000712-000729,phi,leftward,15.102795,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects in the image. For example, the chair and the desk are positioned to the left in the target image compared to the source image. Additionally, the computer monitor and the backpack are also positioned to the left in the target image compared to the source image. These changes in position indicate a leftward rotation of the camera.",None
redkitchen,seq-12,000253-000270,phi,rightward,15.27082,1,rightward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the image. The red drawer handles are now on the right side of the image, and the white paper on the left side is now on the right side of the image. The overall layout and positioning of the objects have been rotated to the left.",None
office,seq-08,000225-000244,phi,leftward,15.412968,3,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the camera angle shifted to the left. This indicates that the camera has moved to the left, resulting in a leftward rotation of the image.",None
office,seq-08,000168-000187,phi,leftward,15.638572,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The chair and desk in the source image are positioned to the right, but in the target image, they are on the left side. The wall and the floor also appear to be rotated to the left. Therefore, the main camera movement is a leftward rotation.",None
office,seq-03,000729-000752,phi,leftward,15.209957,1,rightward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The chair and the desk in the source image are now on the right side in the target image, and the backpack and the computer tower are now on the left side in the target image. The overall layout and orientation of the objects have been rotated to the left.",None
office,seq-08,000187-000198,phi,leftward,15.986835,1,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the angle of the camera. The desk and chair in the source image are positioned to the right, but in the target image, they are on the left side. This indicates that the camera has rotated to the left to capture the target image.",None
heads,seq-01,000208-000242,phi,leftward,15.349436,0,leftward,"The position of the objects in the source image and the target image are almost identical, with the only noticeable difference being the slight rotation of the objects. This suggests that the camera has rotated leftward to capture the target image.",None
chess,seq-01,000544-000562,phi,rightward,15.294713,3,leftward,"The position of the whiteboard and the chessboard have changed slightly from the source image to the target image, indicating that the camera has moved to the left. The chessboard and the whiteboard are now more to the left side of the image compared to the source image, suggesting a leftward rotation of the camera.",None
redkitchen,seq-07,000477-000500,phi,rightward,16.748263,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The red cabinets and the tiled wall are aligned in the same direction in both images, but the perspective is different. The left side of the objects in the source image is now on the right side in the target image, indicating a leftward rotation.",None
pumpkin,seq-01,000355-000368,phi,leftward,15.545124,0,leftward,"The source image shows a view of a room with a blue sofa and red cabinets. The target image shows a similar view of the same room with the same objects in the same positions. The only difference is the lighting and the angle of the camera. The source image is taken from a slightly lower angle and with dimmer lighting, while the target image is taken from a slightly higher angle and with brighter lighting. This suggests that the camera has moved upward and to the right, which is equivalent to a leftward rotation in the context of this question. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
redkitchen,seq-04,000362-000396,phi,rightward,15.017103,3,leftward,"The source image is blurry and the target image is clear, indicating that the camera moved from a blurry state to a clear state. This suggests that the camera moved leftward to capture the target image.",None
pumpkin,seq-01,000279-000306,phi,leftward,15.368621,2,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and their relative angles. The red cabinets and the sink are now on the left side of the image, and the black appliances are now on the right side of the image. The leftward rotation has also caused the labels on the appliances to be flipped, indicating a change in orientation.",None
office,seq-07,000189-000217,phi,leftward,16.08449,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective of the room. The desk and chair in the source image are on the right side, but in the target image, they are on the left side. The wall and the picture in the source image are on the right side, but in the target image, they are on the left side. This indicates that the camera has moved to the left to capture the target image.",None
office,seq-03,000860-000884,phi,rightward,15.226099,3,leftward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The desk and chair in the source image are on the right side, but in the target image, they are on the left side. The backpack and the window also appear to be in different positions relative to the desk and chair, indicating a rotation.",None
pumpkin,seq-06,000899-000922,phi,leftward,15.366569,1,leftward,"The left side of the image is more visible in the target image compared to the source image, indicating a leftward rotation of the camera.",None
