scene,seq,pair,dof,label text,label value,pred option,pred text,reason,question
redkitchen,seq-12,000821-000833,phi,leftward,15.780138,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the orientation of the objects and the layout of the counter and chairs, which are positioned in a way that suggests a rotation to the right.",None
office,seq-07,000145-000189,phi,leftward,21.816486,2,rightward,"The source image shows a room with a desk and a bookshelf, while the target image shows the same room but with the bookshelf now on the right side of the desk. This indicates that the camera has rotated to the right to capture the target image.",None
office,seq-10,000197-000226,phi,leftward,15.476087,1,leftward,"The source image is blurry and the target image is clear, indicating that the camera moved from a closer to a further distance from the subject. This suggests a leftward rotation of the camera.",None
office,seq-09,000634-000646,phi,rightward,16.077994,1,rightward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective of the room. The chair and the desk in the source image are positioned in a way that, when the image is rotated leftward, they align with the same objects in the target image, but from a different angle. The light source and the wall also appear to be in a different position relative to the objects in the source and target images, further supporting the leftward rotation hypothesis.",None
chess,seq-02,000690-000707,phi,rightward,15.004958,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the chessboard and the orientation of the chess pieces, which are mirrored in the target image compared to the source image. The angle of the camera seems to have changed, causing the image to be rotated.",None
redkitchen,seq-14,000691-000740,phi,leftward,41.752244,1,rightward,"The target image appears to be a leftward rotation of the source image. This is evident from the orientation of the objects and the layout of the counter in the target image, which matches the layout in the source image but is rotated 90 degrees counterclockwise.",None
stairs,seq-06,000375-000411,phi,leftward,15.298887,3,leftward,"The source image shows a partial view of a staircase with a mesh screen on the right side, while the target image shows a full view of the same staircase with the mesh screen now fully visible. This indicates that the camera has moved to the right to capture the full view of the staircase and the mesh screen. Therefore, the main camera movement from the source image to the target image is a rightward rotation.",None
office,seq-09,000160-000193,phi,leftward,15.206562,1,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the orientation of the objects and the layout of the room. The desk and chair in the source image are now on the right side of the target image, and the shelves and other items have been rotated accordingly. The overall layout of the room has been maintained, but the perspective has been changed to a rightward rotation.",None
pumpkin,seq-03,000187-000198,phi,leftward,15.474354,2,leftward,"The source image shows a kitchen with a blue sofa on the left side, while the target image shows the same kitchen but with the blue sofa now on the right side. This indicates that the camera has rotated 180 degrees, which is equivalent to a leftward rotation. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
pumpkin,seq-06,000456-000474,phi,leftward,15.089308,2,rightward,"The target image appears to be a rightward rotation of the source image. The position of the objects, such as the couch and the counter, have shifted to the right, indicating a rotation. The left side of the image in the source image is now the right side in the target image, and vice versa. The overall layout and perspective of the room have not changed, confirming the rotation.",None
pumpkin,seq-06,000922-000950,phi,leftward,15.582437,1,leftward,"The source image shows a kitchen with red cabinets and a sink, while the target image shows a different angle of the same kitchen with the red cabinets and sink. The camera appears to have rotated to the left, as the left side of the kitchen is now more visible in the target image compared to the source image.",None
pumpkin,seq-08,000966-000976,phi,leftward,15.033759,1,leftward,"The source image is taken from a slightly different angle compared to the target image, with the camera positioned more to the left in the source image. This suggests that the camera has rotated to the left to capture the target image. There is no significant movement in the camera's position along the vertical axis, indicating that the camera did not move up or down. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
pumpkin,seq-01,000215-000255,phi,leftward,15.244855,1,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the orientation of the objects and the layout of the kitchen. The vending machine and the coffee machine are positioned similarly in both images, but the angle of the images is different, indicating a rotation.",None
redkitchen,seq-14,000740-000775,phi,leftward,16.612008,1,rightward,"The target image appears to be a rightward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The objects on the counter appear to be rotated clockwise, and the overall layout of the room seems to have been rotated as well. The camera movement is likely to be a rightward rotation to achieve this effect.",None
office,seq-09,000646-000656,phi,rightward,16.602234,1,rightward,"The source image is blurry and the target image is clear, indicating that the camera moved rightward to capture the target image. The left side of the target image is more in focus than the right side, which is consistent with a rightward rotation of the camera.",None
office,seq-10,000038-000059,phi,rightward,15.373692,2,leftward,"The source image shows a clear view of the room with a desk and chairs, while the target image is blurry and lacks detail. This suggests that the camera moved leftward to capture the target image, causing the motion blur.",None
pumpkin,seq-03,000198-000207,phi,leftward,15.906826,2,leftward,"The couch in the source image is positioned to the left side of the image, while in the target image, it is centered. This suggests that the camera has rotated to the right to capture the target image, making the couch appear more prominent and centered in the frame.",None
redkitchen,seq-01,000140-000168,phi,rightward,15.48627,1,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the orientation of the objects and the layout of the kitchen. The red cabinets and countertops maintain their position, but the angle of the image has changed, making it look like the camera has moved to the right.",None
office,seq-08,000091-000101,phi,rightward,16.095312,3,leftward,"The source image shows a room with a desk and an office chair, while the target image is a blurred version of the same scene. The blurring effect suggests that the camera moved closer to the desk and the office chair, resulting in a more focused and detailed view of these objects. This indicates that the main camera movement from the source image to the target image is a leftward rotation.",None
office,seq-09,000438-000457,phi,rightward,17.077953,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the chair and the desk, which seem to have shifted to the left in the target image compared to the source image. Additionally, the angle of the monitor in the target image is more acute, suggesting a rotation rather than a translation or a change in perspective.",None
office,seq-03,000775-000800,phi,leftward,15.36707,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the objects and the orientation of the room. The chair and desk in the source image are positioned to the left, but in the target image, they are on the right side. Similarly, the backpack and the window are also positioned to the right in the target image compared to the source image. This suggests that the camera has moved to the right, resulting in a rightward rotation of the scene.",None
pumpkin,seq-03,000162-000187,phi,leftward,15.021268,1,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the orientation of the objects and the layout of the kitchen. The red cabinets and the blue sofa have shifted to the right, and the overall perspective of the image has changed accordingly.",None
pumpkin,seq-01,000644-000663,phi,rightward,15.347003,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the labels on the bins, which are rotated in the target image compared to the source image. The sink and the tiles also appear to be in a different orientation, suggesting a rotation rather than a translation or a different perspective angle.",None
office,seq-08,000408-000423,phi,rightward,15.434366,1,leftward,"The source image shows a chair and a desk with a computer monitor, while the target image shows the same scene but with the chair and desk appearing to be rotated to the left. This suggests that the camera has moved to the left, causing the objects to appear in a different orientation.",None
office,seq-09,000738-000746,phi,rightward,17.407764,3,leftward,"The source image is blurry and lacks clear details, making it difficult to accurately assess the camera movement. However, the target image appears to be a clearer and more focused version of the same scene, suggesting that the camera may have moved to a different position to capture the image. Without more information or a clearer source image, it is not possible to definitively determine the camera movement.",None
office,seq-08,000423-000440,phi,rightward,15.676126,1,rightward,"The target image is a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. The desk and the chair in the source image are now on the right side of the target image, and the window and the wall are now on the left side of the target image. The overall layout and orientation of the objects have been rotated 180 degrees.",None
office,seq-03,000845-000860,phi,rightward,15.373632,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the objects and the perspective. The chair and desk in the source image are positioned to the left, but in the target image, they are on the right side. The wall and the window also appear to be rotated to the right. The overall layout and orientation of the objects suggest a rightward rotation.",None
chess,seq-01,000771-000833,phi,rightward,15.492773,1,rightward,"The target image is taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the room. This suggests a rightward rotation of the camera to capture the image.",None
pumpkin,seq-03,000848-000875,phi,rightward,15.694296,1,leftward,"The image appears to be taken from a different angle, with the camera moving to the left, as the left side of the image is more visible in the target image compared to the source image. Additionally, the perspective of the couch and the kitchen area suggests a leftward movement.",None
heads,seq-01,000600-000631,phi,rightward,15.701038,1,unable to judge,"The source image shows a clear and well-lit office environment with a computer desk and a monitor. The target image is blurry and lacks detail, making it difficult to discern specific features or objects. The lack of clarity and detail in the target image prevents a definitive assessment of camera movement.",None
pumpkin,seq-01,000255-000279,phi,leftward,15.297641,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the orientation of the objects and the layout of the kitchen. The red cabinets and the black countertop remain in the same position, but the angle of the image has changed, making it look like the camera has moved to the left.",None
office,seq-09,000378-000397,phi,leftward,15.134495,3,rightward,"The target image appears to be a zoomed-in version of the source image, focusing on the desk and chair area. The camera seems to have moved closer to the desk, resulting in a larger and more detailed view of the objects on the desk and the chair. This suggests that the camera moved rightward rotation from the source image to the target image.",None
redkitchen,seq-14,000268-000292,phi,leftward,16.074623,1,leftward,"The source image shows a table with a cup and some papers on it, and the target image shows the same scene but with the camera angle shifted to the left, making the table and chairs appear more to the left of the frame. This indicates a leftward rotation of the camera.",None
office,seq-10,000288-000308,phi,rightward,16.571165,2,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective of the room. The desk and the chair in the source image are positioned to the right, but in the target image, they are on the left side, indicating a rotation. Additionally, the window and the wall art are aligned in a way that suggests a leftward turn was made.",None
office,seq-03,000752-000775,phi,leftward,15.177776,2,rightward,"The target image appears to be a leftward rotation of the source image. This can be inferred from the position of the objects and the perspective. For example, the chair and the desk in the source image are now on the right side of the target image, and the backpack is now on the left side. Additionally, the window and the wall in the background have shifted to the right, indicating a leftward rotation.",None
redkitchen,seq-05,000134-000257,phi,leftward,23.827196,2,leftward,"The source image is taken from a slightly different angle compared to the target image. The target image appears to be taken from a lower angle, making the counter and cabinets appear taller. This suggests that the camera has moved downward, resulting in a leftward rotation of the scene.",None
office,seq-10,000240-000252,phi,leftward,15.796282,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the objects and the orientation of the room. The desk and chairs have shifted to the right, and the window's position relative to the wall has changed, indicating a rotation rather than a translation or a different perspective angle.",None
office,seq-08,000063-000078,phi,rightward,15.867359,1,rightward,"The source image shows a chair and a desk with a computer monitor, while the target image shows the same scene but with the chair and desk appearing to be rotated to the right. This suggests that the camera has moved to the right, causing the objects to appear in a different orientation.",None
pumpkin,seq-03,000875-000899,phi,rightward,15.96507,0,rightward,"The source image and the target image appear to be taken from the same angle and perspective, with the same objects in the same positions. There is no noticeable difference in the camera's position or orientation between the two images. Therefore, the main camera movement from the source image to the target image is likely to be rightward rotation.",None
office,seq-09,000224-000326,phi,leftward,56.783794,3,rightward,"The source image shows a room with a desk and a chair, while the target image shows a different angle of the same room with the chair and desk in a different position. This suggests that the camera has moved to the right side of the room to capture the target image.",None
redkitchen,seq-05,000510-000566,phi,leftward,29.635622,1,leftward,"The source image shows a wall-mounted TV displaying a red screen with white dots, while the target image shows the same TV with the red screen now displaying a white image of a hand. This indicates that the camera has moved to the right, causing the TV to appear more to the right in the frame.",None
pumpkin,seq-08,000976-000991,phi,leftward,16.488632,1,no movement,"Both images show the same kitchen scene with red cabinets and a similar layout. The main difference is the lighting and clarity, with the second image being brighter and clearer than the first. This suggests that the camera moved slightly to adjust the lighting and angle, but the overall movement was minimal, if any, to maintain the same perspective of the scene.",None
redkitchen,seq-06,000214-000241,phi,leftward,15.083631,3,leftward,"The target image appears to be a rotated version of the source image. The orientation of the objects, such as the desk and chairs, has been changed, indicating a rotation. The camera movement is likely a leftward rotation to achieve this effect.",None
redkitchen,seq-05,000000-000054,phi,leftward,15.376207,2,rightward,"The target image appears to be a rotated version of the source image. The orientation of the objects on the shelf and the position of the television screen have changed, indicating a rightward rotation of the camera.",None
office,seq-08,000304-000350,phi,leftward,32.627758,2,rightward,"The target image appears to be taken from a slightly different angle compared to the source image, with the camera positioned more to the right side of the room. This suggests a rightward rotation of the camera to capture the target image.",None
pumpkin,seq-01,000345-000355,phi,leftward,15.399001,1,rightward,"The source image shows a different perspective of the same scene as the target image. The camera appears to have rotated to the right, as the angle of the counter and the position of the objects on it have changed. The blue couch and the red cabinets are still present, but their orientation and the angle at which they are viewed have been altered. This suggests that the camera has moved to a different position, resulting in a rightward rotation of the scene.",None
pumpkin,seq-01,000663-000683,phi,rightward,15.34044,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the orientation of the objects and the layout of the kitchen, which are mirrored in the target image compared to the source image. The red cabinets, sink, and other kitchen elements are positioned in a way that suggests a 90-degree rotation to the right.",None
office,seq-08,000246-000264,phi,leftward,15.047941,2,rightward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the chair and the desk, which are rotated to the left in the target image compared to the source image. Additionally, the shoes and the papers on the floor are also rotated to the left in the target image. The overall layout and orientation of the objects in the image suggest a leftward rotation.",None
chess,seq-01,000398-000421,phi,leftward,15.403429,0,rightward,"The source image shows a room with a chessboard and a computer setup, while the target image shows the same room but with a different angle and lighting. The position of the objects, such as the chessboard and computer setup, have not changed significantly, indicating that the camera has moved to a different position within the room, likely rotating rightward to capture the image from a new angle.",None
office,seq-09,000731-000738,phi,rightward,15.55459,2,leftward,"The source image shows a room with a desk and a chair, while the target image is blurry and shows a similar room with a desk and a chair. The main difference is that the source image is clear and the target image is blurry, which suggests that the camera moved leftward to capture the target image. The blurriness in the target image indicates that the camera moved leftward while taking the photo, causing the motion blur. Therefore, the main camera movement from the source image to the target image is leftward rotation.",None
office,seq-02,000123-000136,phi,rightward,15.059226,3,rightward,"The target image appears to be a continuation of the source image with a slight shift in perspective. The camera seems to have moved to the right, as the right side of the desk and the monitor are more in focus compared to the left side in the source image. This suggests a rightward rotation of the camera.",None
pumpkin,seq-01,000601-000644,phi,rightward,15.324047,0,leftward,"The source image shows a kitchen with red cabinets and a sink, while the target image shows the same kitchen but with a different angle and some items moved around. The main difference between the two images is the angle of the shot, which suggests a leftward rotation of the camera. The items on the counter and the position of the cabinets have changed, indicating that the camera has moved to a different position relative to the objects in the scene.",None
pumpkin,seq-06,000849-000899,phi,leftward,42.632507,1,leftward,"The source image shows a kitchen with a counter and a vending machine, while the target image shows a different angle of the same kitchen with the vending machine in focus. The camera appears to have rotated to the left to capture the target image, as the vending machine is now in the foreground and the counter is in the background.",None
pumpkin,seq-01,000331-000345,phi,leftward,15.587926,3,rightward,"The image is taken from a similar angle and distance, with the same objects in the same positions. The only noticeable difference is the lighting, which suggests a change in the time of day or the position of the light source. However, this does not indicate a camera movement. Therefore, the main camera movement is no movement.",None
pumpkin,seq-01,000683-000710,phi,rightward,15.240115,1,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the orientation of the objects and the layout of the kitchen. The red cabinets and the black countertop have shifted to the right, and the overall perspective of the image has changed, indicating a rotation rather than a translation or a different camera angle.",None
redkitchen,seq-04,000605-000628,phi,leftward,15.923716,1,no movement,"The source image and the target image appear to be taken from the same angle and perspective. The arrangement of objects and the layout of the room seem consistent between the two images. There is no noticeable rotation or movement of the camera that would suggest a change in direction or perspective. Therefore, the main camera movement from the source image to the target image is determined to be no movement.",None
office,seq-07,000333-000344,phi,rightward,16.143214,1,rightward,"The source image shows a room with a window on the right side, and the target image shows the same room with the window now on the left side. This indicates that the camera has rotated 180 degrees, which is equivalent to a rightward rotation.",None
office,seq-09,000666-000683,phi,rightward,15.889683,1,rightward,"The source image is more in focus and has more detail compared to the target image. This suggests that the camera moved to the right, causing the source image to be more in focus and the target image to be more blurred. The rightward movement of the camera would result in the source image being more in focus and the target image being more blurred, which is consistent with the difference in clarity between the two images.",None
office,seq-03,000712-000729,phi,leftward,15.102795,2,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective. The chair and desk in the source image are positioned to the right, but in the target image, they are on the left side, indicating a leftward rotation. Additionally, the angle of the light source and the shadows suggest a similar direction of movement.",None
redkitchen,seq-12,000253-000270,phi,rightward,15.27082,1,rightward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the image. The red counter appears to be rotated to the left, and the papers and other objects on the wall also seem to be in a different position relative to the source image. The overall composition and perspective of the image have changed, indicating a leftward rotation.",None
office,seq-08,000225-000244,phi,leftward,15.412968,3,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the camera angle shifted to the right, making the desk and chair appear more to the left. This indicates a leftward rotation of the camera.",None
office,seq-08,000168-000187,phi,leftward,15.638572,1,leftward,"The source image is taken from a slightly different angle compared to the target image, with the camera positioned more to the left in the source image. This suggests that the camera has moved to the right, rotating slightly to capture the target image. The office chair and desk are still visible in both images, but their positions have changed slightly, indicating the camera's movement.",None
office,seq-03,000729-000752,phi,leftward,15.209957,1,rightward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective. For example, the chair and the computer monitor in the source image are now on the right side in the target image, and the backpack is now on the left side. The overall layout and orientation of the objects have been rotated to the left.",None
office,seq-08,000187-000198,phi,leftward,15.986835,1,leftward,"The source image is slightly tilted to the left compared to the target image, indicating a leftward rotation of the camera. Additionally, the position of the objects in the room appears to have shifted slightly to the right in the target image, further supporting the conclusion of a leftward rotation.",None
heads,seq-01,000208-000242,phi,leftward,15.349436,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the objects and the orientation of the room. The can on the desk and the notepad have shifted to the right side of the desk, and the overall layout of the room has been rotated 90 degrees clockwise.",None
chess,seq-01,000544-000562,phi,rightward,15.294713,1,rightward,"The source image shows a whiteboard with some writing on it, and the target image shows the same whiteboard with the writing slightly rotated to the right. This indicates that the camera has moved to the right and rotated slightly to capture the image.",None
redkitchen,seq-07,000477-000500,phi,rightward,16.748263,3,rightward,"The target image appears to be a rotated version of the source image, with the camera moving to the right, causing the objects to appear in a different orientation. The red wall and the black countertop remain consistent, but the arrangement of the objects on the countertop has changed, indicating a rightward rotation.",None
pumpkin,seq-01,000355-000368,phi,leftward,15.545124,0,leftward,"The source image shows a different perspective of the same room compared to the target image. The camera in the source image is positioned closer to the left side of the room, while in the target image, the camera is positioned more centrally. This suggests that the camera has moved to the right side of the room, resulting in a leftward rotation of the camera's position relative to the room.",None
redkitchen,seq-04,000362-000396,phi,rightward,15.017103,1,no movement,"The source image and the target image appear to be taken from the same angle and perspective, with no noticeable changes in the camera's position relative to the objects in the scene. The main difference between the two images is the presence of a small object on the right side in the target image, which is not present in the source image. This suggests that the camera did not move significantly during the transition from the source image to the target image, and the main camera movement is likely to be no movement.",None
pumpkin,seq-01,000279-000306,phi,leftward,15.368621,0,rightward,"The image1 and image2 appear to be taken from the same angle and perspective, with the same objects in the same positions. There is no noticeable difference in the camera's position or orientation between the two images. Therefore, the main camera movement from the source image to the target image is likely to be no movement.",None
office,seq-07,000189-000217,phi,leftward,16.08449,3,leftward,"The image appears to be taken from the same angle and perspective, with no noticeable rotation or movement. The main difference is the lighting and the position of the objects, but the camera's position relative to the objects has not changed significantly. Therefore, the main camera movement is likely to be no movement.",None
office,seq-03,000860-000884,phi,rightward,15.226099,2,rightward,"The target image appears to be a rightward rotation of the source image. This is evident from the position of the objects and the angle at which they are presented. The chair and desk in the source image are aligned vertically, but in the target image, they are rotated to a horizontal position. Similarly, the backpack and the wall-mounted shelf are also rotated to a rightward orientation in the target image. The window and the wall also appear to be rotated, further supporting the conclusion that the camera has moved rightward.",None
pumpkin,seq-06,000899-000922,phi,leftward,15.366569,0,rightward,"The target image appears to be a rotated version of the source image, with the camera moving to the right, causing the red cabinets to appear upside down compared to the source image. This suggests a rightward rotation of the camera.",None
