scene,seq,pair,dof,label text,label value,pred option,pred text,reason,question
pumpkin,seq-03,000187-000198,phi,leftward,15.474354,1,leftward,"The source image shows a kitchen with a blue sofa on the left side, and the target image shows the same kitchen with the blue sofa now on the right side. This indicates a leftward rotation of the camera.",None
pumpkin,seq-06,000456-000474,phi,leftward,15.089308,1,leftward,"The source image is blurry and the target image is clear, indicating that the camera moved from a closer to a further distance from the subject. This suggests a leftward rotation of the camera.",None
pumpkin,seq-06,000922-000950,phi,leftward,15.582437,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the labels on the cabinets, which are rotated to the left in the target image compared to the source image. The sink and the labels on the cabinets are aligned in a way that suggests a leftward rotation has occurred.",None
pumpkin,seq-08,000966-000976,phi,leftward,15.033759,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the red cabinets and the countertop, which are rotated to the left in the target image compared to the source image. The lighting and the ceiling tiles also appear to be in a different orientation, further supporting the leftward rotation.",None
pumpkin,seq-01,000215-000255,phi,leftward,15.244855,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the kitchen, which seem to have shifted to the left in the target image compared to the source image.",None
redkitchen,seq-14,000740-000775,phi,leftward,16.612008,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the room, which seem to have been rotated 90 degrees counterclockwise.",None
office,seq-09,000646-000656,phi,rightward,16.602234,1,leftward,"The source image is blurry and the target image is clearer, indicating that the camera moved to the right to capture the target image. The left side of the target image is more in focus than the left side of the source image, suggesting a rightward rotation of the camera.",None
office,seq-10,000038-000059,phi,rightward,15.373692,1,leftward,"The source image shows a clear view of the room with a desk and chairs, while the target image is blurry, suggesting that the camera moved to the right to capture the image. The blurriness indicates a rotation rather than a straight shot or a different camera angle.",None
pumpkin,seq-03,000198-000207,phi,leftward,15.906826,1,leftward,"The image1 shows a couch facing towards the left side of the image, while the image2 shows the same couch facing towards the right side of the image. This indicates that the camera has rotated 180 degrees, which is equivalent to a leftward rotation. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
redkitchen,seq-01,000140-000168,phi,rightward,15.48627,1,leftward,"The target image appears to be a rotated version of the source image, with the camera moving to the right, resulting in the appearance of the red cabinets being more prominent in the frame. The left side of the image is less visible in the target image, indicating a rotation rather than a translation or no movement.",None
office,seq-08,000091-000101,phi,rightward,16.095312,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the chair and desk, which are rotated to the left in the target image compared to the source image. The angle of the desk and the position of the chair's legs also support this observation.",None
office,seq-09,000438-000457,phi,rightward,17.077953,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the chair and the desk, which seem to have shifted to the left in the target image compared to the source image. Additionally, the angle of the monitor in the target image is more acute, suggesting a rotation rather than a translation or a change in perspective.",None
office,seq-03,000775-000800,phi,leftward,15.36707,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective. The chair and desk in the source image are positioned to the right, but in the target image, they are on the left side, indicating a rotation. The backpack and the window remain in the same position, confirming the rotation.",None
pumpkin,seq-03,000162-000187,phi,leftward,15.021268,1,leftward,The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the kitchen. The blue sofa and the red cabinets are aligned in a way that suggests a rotation to the left.,None
pumpkin,seq-01,000644-000663,phi,rightward,15.347003,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the labels on the bins, which are rotated to the left compared to the source image. The sink and the tiles also appear to be in a different orientation, further supporting the conclusion that the camera has moved leftward.",None
office,seq-08,000408-000423,phi,rightward,15.434366,1,leftward,"The source image shows a chair and a desk with a computer monitor, while the target image shows the same scene but with the chair and desk appearing to be rotated to the right. This suggests that the camera has moved to the right, causing the objects to appear in a different position relative to the camera's perspective.",None
office,seq-09,000738-000746,phi,rightward,17.407764,1,leftward,"The source image is blurry and the target image is clearer, indicating that the camera moved to the right to capture the target image. The left side of the target image is more in focus than the left side of the source image, suggesting a rightward rotation of the camera.",None
office,seq-08,000423-000440,phi,rightward,15.676126,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective. The desk and the chair in the source image are now on the right side of the target image, and the window and the wall art are now on the left side of the target image. The overall layout and orientation of the objects have been rotated to the left.",None
office,seq-03,000845-000860,phi,rightward,15.373632,1,leftward,"The source image is taken from a slightly different angle compared to the target image, with the camera positioned more to the left in the source image. This suggests that the camera has moved to the right to capture the target image, resulting in a leftward rotation of the camera position relative to the source image.",None
chess,seq-01,000771-000833,phi,rightward,15.492773,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the angle at which they are presented. The books on the shelf and the chair have shifted to the left, and the overall layout of the room has been rotated to match the perspective in the target image.",None
pumpkin,seq-03,000848-000875,phi,rightward,15.694296,1,leftward,"The image appears to be taken from a different angle, with the camera having moved to the right, as evidenced by the change in the position of the couch and the apple on the floor. The left side of the image is more visible in the target image, while the right side is more visible in the source image, suggesting a leftward rotation of the camera.",None
heads,seq-01,000600-000631,phi,rightward,15.701038,1,leftward,"The source image shows a clear view of the keyboard and the monitor, while the target image is blurry and the keyboard and monitor are not clearly visible. This suggests that the camera moved to the right, causing the objects to appear blurry due to motion.",None
pumpkin,seq-01,000255-000279,phi,leftward,15.297641,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the kitchen, which seem to have been rotated 90 degrees counterclockwise.",None
office,seq-09,000378-000397,phi,leftward,15.134495,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects, such as the chair and the desk, which seem to have shifted to the left in the target image compared to the source image. Additionally, the angle of the desk and the position of the objects on it suggest a rotation rather than a translation or a change in perspective.",None
redkitchen,seq-14,000268-000292,phi,leftward,16.074623,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the room. The red cabinets and the counter appear to be rotated to the left, and the table and chairs are also rotated to the left. The TV screen and the shelves on the wall are also rotated to the left. The overall layout of the room is consistent with a leftward rotation.",None
office,seq-10,000288-000308,phi,rightward,16.571165,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective of the room. The desk and the chair in the source image are positioned to the right, but in the target image, they are on the left side. The window and the picture on the wall also appear to be rotated to the left. The overall layout and orientation of the objects suggest a leftward rotation.",None
office,seq-03,000752-000775,phi,leftward,15.177776,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective. The chair and the desk in the source image are now on the right side of the target image, and the backpack is now on the left side. The window and the wall also appear to be in a different position relative to the objects in the room.",None
redkitchen,seq-05,000134-000257,phi,leftward,23.827196,1,leftward,"The source image is taken from a slightly different angle compared to the target image. The left side of the image is more visible in the source image, while the right side is more visible in the target image. This suggests that the camera has rotated to the right to capture the target image.",None
office,seq-10,000240-000252,phi,leftward,15.796282,1,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with a different angle, making it appear as if the camera has rotated to the right. The desk and chair are still in the same position, but the perspective has changed, indicating a rightward rotation.",None
office,seq-08,000063-000078,phi,rightward,15.867359,1,leftward,"The source image shows a chair and a desk with a computer, while the target image shows the same scene but the chair and desk are rotated to the right. This indicates that the camera has rotated leftward to capture the target image.",None
pumpkin,seq-03,000875-000899,phi,rightward,15.96507,1,leftward,"The image appears to be taken from a slightly different angle, with the camera having moved to the right, as the position of the objects such as the couch and the apple remain consistent but the perspective changes slightly. This suggests a rightward rotation of the camera.",None
office,seq-09,000224-000326,phi,leftward,56.783794,1,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the chair moved to the left side of the desk. This indicates that the camera has rotated to the left to capture the target image.",None
redkitchen,seq-05,000510-000566,phi,leftward,29.635622,1,leftward,"The source image shows a wall-mounted TV displaying a red screen with white dots, while the target image shows the same TV with the red screen now displaying a white image of a hand. This indicates that the camera has moved to the right, causing the TV to appear more to the right in the frame.",None
pumpkin,seq-08,000976-000991,phi,leftward,16.488632,1,leftward,"The source image shows a kitchen with red cabinets and a countertop with a sink. The target image appears to be taken from a slightly different angle, with the red cabinets now appearing more prominently and the countertop and sink being less visible. This suggests that the camera has moved to the right, rotating slightly to capture a different view of the kitchen.",None
redkitchen,seq-06,000214-000241,phi,leftward,15.083631,1,leftward,"The source image shows a wider view of the room, while the target image is a closer view of the same room. This suggests that the camera has moved to the right, rotating to capture a closer shot of the same area.",None
redkitchen,seq-05,000000-000054,phi,leftward,15.376207,1,leftward,The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective of the room. The bookshelf and the television are aligned in a way that suggests a rotation to the left.,None
office,seq-08,000304-000350,phi,leftward,32.627758,1,leftward,"The source image shows a room with a chair and a desk, while the target image shows the same room but with the chair and desk appearing to be rotated to the right. This suggests that the camera has moved to the right, causing the objects to appear in a different position relative to the camera.",None
pumpkin,seq-01,000345-000355,phi,leftward,15.399001,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the room. The blue couch and the red cabinets have shifted to the left, and the angle of the camera has changed to capture the scene from a different perspective.",None
pumpkin,seq-01,000663-000683,phi,rightward,15.34044,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the labels on the cabinets, which have shifted to the left side of the image in the target image compared to the source image. The overall layout and perspective of the kitchen remain consistent, indicating a rotation rather than a translation or a different camera angle.",None
office,seq-08,000246-000264,phi,leftward,15.047941,1,leftward,"The source image is slightly tilted to the left compared to the target image, indicating a leftward rotation of the camera. Additionally, the position of the chair and the desk in the source image is more to the left side of the frame compared to the target image, further supporting the leftward rotation.",None
chess,seq-01,000398-000421,phi,leftward,15.403429,1,leftward,"The target image appears to be a rotated version of the source image, with the camera angle shifted to the right. This can be inferred from the position of the chessboard and the desk, which are now aligned with the right edge of the image instead of the left edge in the source image. The window and the wall also appear to be in a different orientation, further supporting the rightward rotation.",None
office,seq-09,000731-000738,phi,rightward,15.55459,1,leftward,"The source image shows a room with a desk and a chair, while the target image is blurry and shows the same room with a different angle. The camera seems to have rotated to the right to capture the target image, as the desk and chair are now in a different position compared to the source image.",None
office,seq-02,000123-000136,phi,rightward,15.059226,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects on the desk, such as the placement of the monitor, keyboard, and the chair, which have shifted to the left side of the desk in the target image compared to the source image. The light source and the window also seem to have moved to the left, indicating a rotation rather than a translation or a different perspective angle.",None
pumpkin,seq-01,000601-000644,phi,rightward,15.324047,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the labels on the bins, which seem to have shifted to the left side of the image in the target image compared to the source image.",None
pumpkin,seq-06,000849-000899,phi,leftward,42.632507,1,leftward,"The source image shows a kitchen with a counter and a vending machine, while the target image shows a different angle of the same kitchen with the vending machine in focus. The camera appears to have rotated to the right to capture the target image, as the vending machine is now in the foreground and the counter is in the background.",None
pumpkin,seq-01,000331-000345,phi,leftward,15.587926,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the room. The blue couch and the sink are in similar positions, but the angle of the shot in the target image makes it look like the camera has moved to the left side of the room.",None
pumpkin,seq-01,000683-000710,phi,rightward,15.240115,1,leftward,"The source image shows a kitchen with red cabinets and a countertop. The target image appears to be taken from a slightly different angle, with the countertop and cabinets appearing more aligned with the camera's perspective. This suggests that the camera has rotated to the right, allowing for a clearer view of the kitchen layout.",None
redkitchen,seq-04,000605-000628,phi,leftward,15.923716,1,leftward,"The target image appears to be a rotated version of the source image, with the camera angle shifted to the right. This can be inferred from the position of the objects on the shelf, which seem to be aligned horizontally in the source image but are now aligned vertically in the target image. The rotation is likely due to the camera moving to a different angle to capture the same scene from a different perspective.",None
office,seq-07,000333-000344,phi,rightward,16.143214,1,leftward,"The source image shows a room with a window on the right side, and the target image shows the same room with the window now on the left side. This indicates that the camera has rotated 180 degrees, which is equivalent to a leftward rotation. Therefore, the main camera movement from the source image to the target image is a leftward rotation.",None
office,seq-09,000666-000683,phi,rightward,15.889683,1,leftward,"The source image is more in focus and has more detail compared to the target image. This suggests that the camera moved to the right, causing the source image to be more in focus and the target image to be more blurred. The left side of the source image is more visible and the right side is more blurred in the target image, indicating a leftward rotation of the camera.",None
office,seq-03,000712-000729,phi,leftward,15.102795,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective. The chair and desk in the source image are positioned to the right, but in the target image, they are on the left side, indicating a leftward rotation.",None
redkitchen,seq-12,000253-000270,phi,rightward,15.27082,1,leftward,"The source image is blurry and the target image is clearer, indicating that the camera moved to the right to capture the target image. The left side of the target image is more in focus than the left side of the source image, suggesting a rightward rotation.",None
office,seq-08,000225-000244,phi,leftward,15.412968,1,leftward,"The source image shows a room with a desk and a chair, while the target image shows the same room but with the camera angle shifted to the right, making the desk and chair appear more to the left. This indicates a leftward rotation of the camera.",None
office,seq-08,000168-000187,phi,leftward,15.638572,1,leftward,"The source image is blurry and the target image is clearer, indicating that the camera moved to the right to capture the target image. The left side of the target image is more in focus than the left side of the source image, suggesting a rightward rotation of the camera.",None
office,seq-03,000729-000752,phi,leftward,15.209957,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the angle at which they are presented. The chair and the desk in the source image are positioned to the right, but in the target image, they are on the left side, indicating a rotation. The backpack and the computer tower also appear to have shifted positions, further supporting the leftward rotation hypothesis.",None
office,seq-08,000187-000198,phi,leftward,15.986835,1,leftward,"The source image is slightly tilted to the left, and the target image is slightly tilted to the right, indicating a rotation of the camera. The position of the objects in the room, such as the desk and the chair, suggests that the camera has moved from a leftward to a rightward angle.",None
heads,seq-01,000208-000242,phi,leftward,15.349436,1,leftward,"The position of the objects in the source image is slightly different from the target image. The can on the desk is moved to the left in the target image, and the notepad is moved to the right. This suggests that the camera has rotated to the right to capture the target image.",None
chess,seq-01,000544-000562,phi,rightward,15.294713,1,leftward,"The source image shows a whiteboard with some writing on it, while the target image shows the same whiteboard with the writing slightly rotated. This suggests that the camera has rotated to the left to capture the target image.",None
redkitchen,seq-07,000477-000500,phi,rightward,16.748263,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the room. The red cabinet in the background and the black countertop remain in the same position, but the objects on the countertop, such as the tablet and the box, are rotated to the left. This suggests that the camera has moved to the left side of the original image, resulting in the leftward rotation of the scene.",None
pumpkin,seq-01,000355-000368,phi,leftward,15.545124,1,leftward,"The target image appears to be a leftward rotation of the source image. This can be inferred from the position of the objects and the layout of the room. The blue sofa and the red cabinets are in the same relative positions, but the angle of the image is different, indicating a rotation. The left side of the room is more visible in the target image, while the right side is more visible in the source image. This suggests that the camera has moved to the left when transitioning from the source image to the target image.",None
redkitchen,seq-04,000362-000396,phi,rightward,15.017103,1,leftward,"The source image is blurry and the target image is clear, indicating that the camera moved to the right to capture the target image. The left side of the target image is more in focus than the right side, which is consistent with a leftward rotation of the camera.",None
pumpkin,seq-01,000279-000306,phi,leftward,15.368621,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the kitchen, which seem to have been rotated 90 degrees counterclockwise.",None
office,seq-07,000189-000217,phi,leftward,16.08449,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the perspective. The desk and chair in the source image are positioned to the right, but in the target image, they are on the left side. The monitor and the wall also appear to be rotated to the left. The overall layout and orientation of the objects suggest a leftward rotation.",None
office,seq-03,000860-000884,phi,rightward,15.226099,1,leftward,"The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the angle at which they are presented. The chair and desk in the source image are now on the left side of the target image, and the backpack is now on the right side. The window and the wall also appear to be rotated to the left.",None
pumpkin,seq-06,000899-000922,phi,leftward,15.366569,1,leftward,The target image appears to be a leftward rotation of the source image. This is evident from the position of the objects and the layout of the kitchen. The red cabinets and the sink are aligned in a way that suggests a rotation to the left.,None
